id,event_datetime,duration,title,state,created_by_profile_id,price_per_person,city,created_at,event_type,area_code,uuid,total_paid,event_date,event_time,reservations_total,reservations_accepted_total,reservations_rejected_total,reservations_pending_total,guests_total,guests_accepted,guests_rejected,guests_pending,monetization_calculation,community_dinner
267,00:32.2,7200,It's Dinner Ya'll pt 2,published,109,,Brooklyn,22:28.8,public,NY,55af31e9-bf60-45d2-88a9-e4f3f2804be8,0,4/1/2016,19:00:32,0,0,0,0,0,0,0,0,t,f
268,00:58.7,57600,Shabbbss Din,published,594,,New York,53:15.5,private,NY,505416e0-c340-481f-9ddd-448e4d880845,0,3/25/2016,20:00:58,0,0,0,0,0,0,0,0,t,f
270,00:52.4,14400,snow in spring?,published,551,1200,setauket,13:08.7,manual_approval,OTHER,6b25cecc-7332-4002-b21b-877997b7825c,0,4/1/2016,20:00:52,0,0,0,0,0,0,0,0,t,f
271,00:47.4,10800,Alison Fink,published,437,,Chicago,21:03.4,public,CHICAGO,5f929dd4-64ad-4484-a8fc-21474c24e954,0,3/25/2016,20:00:47,0,0,0,0,0,0,0,0,t,f
272,15:27.0,13500,Davening & Dinner,draft,607,,St. Louis,02:56.1,manual_approval,OTHER,cd897ab5-58c6-4585-a12b-bdb927b99e0b,0,4/8/2016,21:15:27,0,0,0,0,0,0,0,0,t,f
273,30:06.3,12600,Spring into Shabbas,published,614,,New York,34:53.4,private,NY,8823e8cc-f2a5-4ee9-af15-c362fd17ae91,0,3/25/2016,19:30:06,5,0,0,5,5,0,0,5,t,f
275,30:28.5,9000,A Prescription for Friday Night Fun,published,618,,"Brookline, Massachusetts",31:05.6,private,OTHER,ab3e496b-26f4-4402-abd8-0e345371599c,0,4/8/2016,19:30:28,6,4,0,2,6,4,0,2,t,f
278,00:23.9,46800,Melissa Goldstein,published,602,,New York,51:26.6,manual_approval,NY,10ea8013-8b59-4a44-b634-72f8b8017ffe,0,4/8/2016,11:00:23,1,0,0,1,1,0,0,1,t,f
280,3/26/2016 0:00,14400,Fed & Julie Saal,published,637,,New York,05:30.5,manual_approval,NY,5b7e72ef-855a-45f2-9182-71850db951d5,0,3/25/2016,20:00:16,1,0,0,1,1,0,0,1,t,f
281,00:55.5,7200,Maor Shapira,published,639,,Bronx,14:10.1,public,NY,11ae0b75-be48-4f07-8118-ea5a3037810a,0,3/25/2016,20:00:55,1,1,0,0,3,3,0,0,t,f
282,00:12.2,7200,Yael Gutin,draft,584,,Austin,51:55.2,private,OTHER,886dfb52-834c-4927-85de-bc5d844eb817,0,3/25/2016,20:00:12,0,0,0,0,0,0,0,0,t,f
283,00:10.5,14400,Back to the Roots Seder,published,126,1500,Chicago,38:50.1,manual_approval,CHICAGO,41cc41f2-b3bf-48b5-86fb-19d3d209b656,13500,4/22/2016,20:00:10,13,11,0,2,13,11,0,2,t,f
286,30:15.7,9000,Shabbat Dinner - Berkeley Style,published,336,,San Francisco,55:37.5,private,SF,79c95af0-1628-456b-8ed9-e723884dbc5a,0,4/8/2016,22:30:15,11,8,2,1,11,8,2,1,t,f
287,00:07.3,14400,DJ Drosman,published,71,,San Francisco,09:46.1,public,SF,d94bef03-3302-44b9-8517-7774c5034571,0,4/8/2016,22:00:07,0,0,0,0,0,0,0,0,t,f
288,00:10.3,10800,Yael Gutin,published,584,,Austin,29:17.4,private,OTHER,92352825-dba5-444c-89d9-38eefef652f7,0,3/25/2016,21:00:10,0,0,0,0,0,0,0,0,t,f
303,00:25.4,7200,Dov Berkman,draft,597,,New York,52:59.6,private,NY,63b435b4-f850-40d2-8273-f98f8a947a55,0,4/1/2016,19:00:25,0,0,0,0,0,0,0,0,t,f
304,30:47.8,9000,Shabbat Dinner,draft,781,,"New York, NY",19:42.9,public,NY,1b2df132-3d31-4022-bfc3-955634713c46,0,4/29/2016,19:30:47,0,0,0,0,0,0,0,0,t,f
514,5/7/2016 2:00,7200,Asian Fusion Shabbat,published,1677,,Bay Area,54:25.2,manual_approval,SF,9837b528-9daf-49a8-893e-0b19c78bb826,0,5/6/2016,22:00:00,9,9,0,0,12,12,0,0,t,f
289,30:38.9,12540,"Fun, Musical Shabbat",published,52,,"New York, New York",15:20.8,public,OTHER,f980ffec-ba26-44ec-9dab-2ab976fd59b7,0,3/25/2016,20:30:38,0,0,0,0,0,0,0,0,t,f
290,30:21.8,5400,Spring has sprung Shabbat feast!,published,146,,Philadelphia,48:40.6,private,OTHER,8f70087d-0c05-4f1a-b1a3-44662a206fa4,0,3/25/2016,19:30:21,3,2,0,1,3,2,0,1,t,f
292,00:49.2,20700,Russian-speaking Singles Shabbat,draft,175,,Brooklyn,21:35.4,private,NY,869d444c-5a56-4c11-baad-25e6b7f06b89,0,5/6/2016,19:00:49,0,0,0,0,0,0,0,0,t,f
293,00:29.2,7200,April Fools Shabbat,draft,700,,Brooklyn,05:05.9,private,NY,965ee5e2-8ec2-458f-b3a3-6068e3174e48,0,4/1/2016,19:00:29,0,0,0,0,0,0,0,0,t,f
294,45:56.5,8100,Personal Heroes,published,67,,NEW YORK,09:22.8,private,NY,c401a2a2-426d-4b30-95e6-60d5cc135a76,0,3/25/2016,19:45:56,9,7,0,2,9,7,0,2,t,f
295,00:14.4,7200,April Fools Shabbat Dinner,published,670,,Brooklyn,47:33.3,private,NY,57956b0b-fa78-454a-9bc9-9231546aba92,0,4/1/2016,19:00:14,1,0,0,1,1,0,0,1,t,f
296,30:09.0,9000,Passover Shabbat Catered by Wise Sons,published,330,,San Francisco,36:43.2,manual_approval,SF,a2061427-a750-430c-a1ff-9afa90d0444f,0,4/29/2016,22:30:09,7,6,0,1,7,6,0,1,t,f
301,5/7/2016 0:00,12599,"Jen, Ben, and Andrew Host Shabbat!",published,759,,Chicago,12:47.2,private,CHICAGO,d7f93add-6e6b-46f3-a928-b3f292636684,0,5/6/2016,20:00:00,6,5,0,1,6,5,0,1,t,f
302,4/16/2016 2:00,7200,East Bay Shabbat,published,505,,Bay Area,00:26.0,private,SF,63d00b49-339c-41e3-96e7-a05096e1cad9,0,4/15/2016,22:00:00,11,10,1,0,12,11,1,0,t,f
305,30:40.7,12600,Shaquilaaaa,draft,784,,New York,06:05.9,private,NY,6a9dfefd-4f3f-424b-b04f-0cfe4de35a14,0,4/8/2016,19:30:40,0,0,0,0,0,0,0,0,t,f
306,30:04.1,9000,April Showers Bring Melissa Flowers,published,782,,San Francisco,28:23.2,manual_approval,SF,59d4da96-6343-408e-a26f-ca16d8a5c8b7,0,4/8/2016,22:30:04,9,6,0,3,9,6,0,3,t,f
307,00:22.4,7200,Taco Dinner,draft,792,,New York,03:14.9,manual_approval,NY,39b746ce-9cbe-42ee-bbc7-c9ac4006abc8,0,4/1/2016,19:00:22,0,0,0,0,0,0,0,0,t,f
308,00:33.5,10800,Paige Danowit,published,793,,"Philadelphia, PA",31:41.9,private,OTHER,ac27979a-4877-47a5-b42e-fa868b82cdfa,0,4/29/2016,19:00:33,2,0,0,2,2,0,0,2,t,f
309,00:59.5,7200,Dov Berkman,published,597,,New York,55:51.4,private,NY,b50fe522-ca66-4ac7-9824-0cd8b8310445,0,4/1/2016,19:00:59,2,2,0,0,2,2,0,0,t,f
310,00:49.7,7200,Super Cool Shabbat - UWS,published,338,,New York City,27:11.0,private,NY,eded0900-3a4e-4969-ae25-a222459f70bc,0,4/1/2016,19:00:49,2,0,0,2,2,0,0,2,t,f
312,30:23.8,12600,April's fools jk lol #kthanxsbi shabbat,published,374,,New York,30:53.6,private,NY,e520bf35-096b-4595-b936-b9deb125c5db,0,4/1/2016,19:30:23,0,0,0,0,0,0,0,0,t,f
313,4/2/2016 0:00,9000,Celebratory Shabbat Dinner,published,800,,New York,05:59.8,private,NY,30a54c3e-eb9f-4922-a19e-61d28371e1d2,0,4/1/2016,20:00:02,5,4,0,1,5,4,0,1,t,f
314,00:57.0,10800,Happy Birthday Ovadia!,published,792,,New York,44:40.1,manual_approval,NY,07482bf0-e6c7-459c-8cae-1f696997b052,0,4/1/2016,20:00:56,12,12,0,0,12,12,0,0,t,f
315,00:00.8,32400,Dinner on Wabansia,published,590,,Chicago,17:23.2,manual_approval,CHICAGO,5b95696d-d173-46c5-b583-0a39dd58b955,0,4/15/2016,14:00:00,14,13,1,0,15,14,1,0,t,f
316,30:11.7,12600,Shabbat in Cambridge,published,804,,cambridge,50:54.0,private,OTHER,9b5807e3-b4c7-45f3-a18b-07b5d0a79f22,0,4/1/2016,19:30:11,8,8,0,0,8,8,0,0,t,f
317,00:50.3,18000,Emancipation Day Shabbat,published,344,,San Francisco,39:06.6,private,SF,bc5f5300-7d8c-4220-ba10-1b5fb38df1da,0,4/15/2016,22:00:50,4,4,0,0,5,5,0,0,t,f
318,00:11.0,7200,2nd night seder @ Belle Plaine!,draft,636,,Chicago,00:00.0,public,CHICAGO,52d78d3f-970c-4ae9-8f80-2c3e85c66557,0,4/23/2016,20:00:11,0,0,0,0,0,0,0,0,t,f
319,00:42.7,10800,Birthday fun,published,790,,Brooklyn,27:41.4,private,NY,ff1c39cd-4c80-419a-a533-062f153c35a5,0,4/8/2016,20:00:42,10,8,0,2,10,8,0,2,t,f
320,00:15.8,9000,Liz Bieber,published,801,,Brooklyn,18:54.5,private,NY,471da32d-a8eb-4fb5-888f-802f9486e8be,0,4/1/2016,20:00:15,9,9,0,0,9,9,0,0,t,f
333,00:35.8,10800,Netivot Shabbat Dinner,published,857,,Cambridge,17:31.4,private,OTHER,87b4e8b9-abfc-4bf3-9cff-2da1e66ab83c,0,4/1/2016,19:00:35,8,0,0,8,8,0,0,8,t,f
323,00:27.1,7200,April Fool's Shabbat Dinner,published,822,,"Louisville, KY",22:42.6,public,OTHER,2d915dfb-47bb-4d52-8e45-6ee3c644c0a5,0,4/1/2016,19:00:27,1,1,0,0,1,1,0,0,t,f
325,4/22/2016 22:30,16200,First Night of Passover Seder 2016!,published,823,,Brooklyn,30:25.1,private,NY,9d01ffa9-bdb1-4a25-b3cb-8d8ad095a40f,0,4/22/2016,18:30:13,18,18,0,0,18,18,0,0,t,f
326,4/1/2016 23:30,10800,Gabriella,published,825,,New York,50:56.7,private,NY,56e09c40-c59e-476c-b59d-d6633e947ac6,0,4/1/2016,19:30:00,1,1,0,0,1,1,0,0,t,f
327,4/23/2016 22:00,18000,Vered & Debbie's Second Night Seder,published,829,,Chicago,38:41.2,private,CHICAGO,4fa43708-d8ca-40e2-a471-0a6160ce2592,0,4/23/2016,18:00:31,7,0,0,7,7,0,0,7,t,f
328,4/3/2016 16:00,7200,Bagels and Bellinis by Brooklysh,published,116,1000,Brooklyn,52:09.7,public,NY,117dc44a-8103-4e9b-a007-2d988fab2ccd,27000,4/3/2016,12:00:00,27,27,0,0,27,27,0,0,t,f
329,4/16/2016 0:00,14400,Ladies' Night Shabbat,published,85,,Chicago,46:12.6,private,CHICAGO,ca26934b-10ab-456c-ac1d-87b06a40c866,0,4/15/2016,20:00:00,5,5,0,0,5,5,0,0,t,f
331,30:36.0,10800,Good ole Shabbos,published,794,,Bethesda,01:52.3,private,OTHER,18a8b076-2102-40f2-b913-d3501d42e83d,0,4/1/2016,19:30:36,8,8,0,0,8,8,0,0,t,f
332,00:44.9,7200,Shabbat,published,842,,Demarest,44:28.1,private,OTHER,391c6a56-1c56-491c-8bb4-7ce3f46ccfaa,0,4/8/2016,19:00:44,9,9,0,0,9,9,0,0,t,f
3263,,9000,Tyler's Shabbat,published,,,,28:17.0,public,OTHER,902ea84e-c8f3-442a-a2e2-5521ebafca2f,0,11/18/2016,19:30:00,13,13,0,0,14,14,0,0,t,f
334,30:21.9,14400,Tax Day Birthday Shabbat dinner,published,207,,Brooklyn,56:09.0,manual_approval,NY,b66bc420-fe33-41a4-afcf-773ca98e29b9,0,4/15/2016,19:30:21,7,7,0,0,8,8,0,0,t,f
335,30:30.5,10800,Shabbat Dinner,published,870,,Chicago,44:59.9,private,CHICAGO,039f91b8-4065-4a97-b0af-db51a3a75491,0,4/1/2016,20:30:30,8,4,0,4,8,4,0,4,t,f
337,30:59.2,12600,April Fools Shabbat,published,758,,New York,35:42.1,private,NY,b384eceb-8c78-4be7-a4ec-baad1e1e88c8,0,4/1/2016,20:30:59,12,11,0,1,12,11,0,1,t,f
338,30:25.4,7200,Garin Tzabar Alumni Shabbat Dinner,published,650,,New York,33:45.9,public,NY,3482f19e-a861-4554-803f-bc053b021ffb,0,4/8/2016,19:30:25,14,14,0,0,14,14,0,0,t,f
339,6/3/2016 21:00,21600,Camp Rosé All Day Shabbat Dinner,published,909,,Poconos,35:46.7,public,OTHER,fd78e3e9-edcc-4534-b077-48541c82aee7,0,6/3/2016,17:00:00,0,0,0,0,0,0,0,0,t,f
340,00:36.0,14400,Intimate Livnot Shabbat,published,911,,New York,56:58.6,private,NY,44218b75-99d5-4cf2-96ae-e6be94036730,0,4/1/2016,19:00:36,10,0,0,10,10,0,0,10,t,f
342,30:56.9,10800,Tacos Not Taxes,published,142,,New York,12:34.4,manual_approval,NY,7dd90cee-3259-4876-998c-4c5754fa0e9e,0,4/15/2016,19:30:56,7,6,1,0,8,7,1,0,t,f
379,5/7/2016 0:00,10800,Freedom Seder,published,1116,,Chicago,55:30.8,private,CHICAGO,51e6b77d-d97f-4b86-b46f-5b3663414c5c,0,5/6/2016,20:00:00,17,17,0,0,17,17,0,0,t,f
343,00:21.2,7200,April Fools Shabbat,published,908,,Bronx,51:55.7,private,NY,d40ab339-9b4b-44bc-87c7-16fc376cc261,0,4/1/2016,19:00:21,3,0,0,3,3,0,0,3,t,f
344,00:28.7,7200,Jewston Carbo-load Shabbat,published,915,,Houston,11:13.1,manual_approval,OTHER,e3ea4735-37f0-4286-8951-2b65f2d2b67f,0,4/15/2016,20:00:28,22,20,0,2,23,21,0,2,t,f
345,00:13.1,7200,April Shabbat,published,891,,New York,03:18.6,private,NY,5d3c56f6-91ee-44b4-af88-e48f9e766dc8,0,4/1/2016,19:00:13,0,0,0,0,0,0,0,0,t,f
346,30:29.5,19800,Solomon Braun,published,917,,New York,00:10.3,private,NY,2af37db2-5445-47ce-b795-a39e9b5e6379,0,4/1/2016,20:30:29,0,0,0,0,0,0,0,0,t,f
347,00:42.9,10800,A Pre-Passover Shabbat Dinner,published,832,,Bronx,48:44.0,private,NY,bf6cb8a7-3387-4c82-a233-742c129f4f34,0,4/15/2016,19:00:42,7,7,0,0,9,9,0,0,t,f
348,00:24.6,9000,Vegan Potluck  Shabbat in DC,published,864,,Washington DC,22:05.7,private,OTHER,8e06b455-2813-4d16-9200-632d23523c07,0,4/8/2016,20:00:24,0,0,0,0,0,0,0,0,t,f
349,00:43.3,7200,Passover,draft,928,,Washington,16:02.5,private,OTHER,5fddaeb6-482a-4b8d-8f40-2754c0384479,0,4/23/2016,19:00:43,0,0,0,0,0,0,0,0,t,f
350,00:03.8,14400,Shabbat Services and Potluck,draft,542,,Charleston,32:04.6,manual_approval,OTHER,9c9e3967-e48d-422d-96bf-b4f22b6d8711,0,4/8/2016,18:00:03,0,0,0,0,0,0,0,0,t,f
351,4/8/2016 23:00,7200,Ilya & Anya Medvinskiy,published,215,,New York,14:32.6,private,NY,0ccafe9a-c81b-4677-aa72-151d8eb31d3b,0,4/8/2016,19:00:00,0,0,0,0,0,0,0,0,t,f
352,00:46.7,10800,Shabbat Services and Potluck,published,542,,Charleston,59:54.2,public,OTHER,c7764f9c-7023-400f-a194-c6deb3d6fd09,0,4/8/2016,19:00:46,7,7,0,0,7,7,0,0,t,f
353,30:16.9,12540,"Fun, Musical Shabbat",published,52,,"New York, New York",44:36.4,public,OTHER,b7b79154-d1f0-4b0f-a7e7-035a74c13de4,0,4/1/2016,20:30:16,0,0,0,0,0,0,0,0,t,f
354,4/13/2016 22:30,10800,No Challah / No Problem,published,116,1500,New York,03:28.6,public,NY,e8873d56-6b5a-4562-9774-c6c7ad61c33d,57000,4/13/2016,18:30:00,34,34,0,0,34,34,0,0,t,f
355,00:09.7,3600,April Fools Shabbat,published,969,,New York,41:49.6,private,NY,46391a21-f34a-4bca-b204-67d4ac67d58d,0,4/1/2016,20:00:09,11,11,0,0,11,11,0,0,t,f
358,30:48.6,7200,Libby Cooper,published,176,,San Francisco,26:17.7,private,SF,ef8352e9-6368-4991-a90a-98987ed5c8ae,0,4/8/2016,22:30:48,5,0,0,5,5,0,0,5,t,f
359,00:04.5,14400,Passover/Shabbat,draft,995,,Chicago,50:54.8,private,CHICAGO,02098e87-cf4a-4041-b182-27a01db8feca,0,4/22/2016,21:00:04,0,0,0,0,0,0,0,0,t,f
562,00:01.0,7200,Passover Shabbat!,published,1896,,New York City,57:03.6,private,NY,127b39c0-39bb-4e10-b448-c370de9020fb,0,4/29/2016,19:00:00,6,0,0,6,6,0,0,6,t,f
360,00:36.9,14400,Shabbat Passover,published,995,,Chicago,24:46.3,private,CHICAGO,b7fa7a87-5254-4329-8b06-50c303b24a21,0,4/22/2016,21:00:36,7,5,0,2,8,5,0,3,t,f
362,30:56.0,9000,Shabbat Shalom Y'all!,published,598,,"Charleston, SC",10:49.5,public,OTHER,9e93030b-e774-44c7-abcd-bfd26c943761,0,4/1/2016,18:30:55,5,5,0,0,5,5,0,0,t,f
363,30:02.6,5400,Sushi!,published,922,,Astoria,38:18.4,private,OTHER,914049c1-c33f-43c2-901b-496eb1e7dd1e,0,4/1/2016,19:30:02,6,6,0,0,6,6,0,0,t,f
364,30:11.6,12600,Nuclear Family Shabbas,published,1008,,Brooklyn,50:29.7,private,NY,290b7b58-7307-4324-8ca3-2b6ff7ad37e0,0,4/1/2016,19:30:11,0,0,0,0,0,0,0,0,t,f
366,4/2/2016 0:00,14400,Spring Awakening,published,116,,Brooklyn,19:12.6,private,NY,297e30e9-e276-47f6-b03f-da663dde56ff,0,4/1/2016,20:00:00,14,12,0,2,14,12,0,2,t,f
367,6/10/2016 23:30,9000,Chai-Day Night Dinner,published,1041,,Boston,18:28.7,manual_approval,OTHER,f692ada0-972d-4a92-8d2a-935860394b56,0,6/10/2016,19:30:00,4,1,1,2,4,1,1,2,t,f
368,00:53.2,7200,Haley and Diana's Shabbat Dinner,published,1047,,New York,47:54.5,private,NY,eb2d05fb-9050-43e6-8130-98b2dc2b2f77,0,4/1/2016,20:00:53,7,7,0,0,7,7,0,0,t,f
370,4/2/2016 0:00,12600,April Fools Shabbat Dinner,published,1039,500,New York,59:41.2,manual_approval,NY,4052faf4-a186-4274-b57b-c805c007eb01,0,4/1/2016,20:00:05,0,0,0,0,0,0,0,0,t,f
372,31:00.0,9000,Mo's Housewarming Shabbat Dinner,published,561,,San Francisco,49:35.5,manual_approval,SF,819c78b8-9614-431d-942a-e56c42b7af86,0,4/29/2016,22:30:59,11,11,0,0,11,11,0,0,t,f
373,30:11.9,5400,Liat's dinner,published,959,,austin,51:51.2,public,OTHER,822af487-5768-404c-91ea-5a23967096cb,0,4/1/2016,20:30:11,1,1,0,0,1,1,0,0,t,f
374,00:39.4,7200,Spring Shabbat C Cemyoi,published,1089,,Brooklyn,05:26.6,private,NY,af25720a-b48f-4065-bdd3-60513aa73140,0,4/8/2016,18:00:39,0,0,0,0,0,0,0,0,t,f
375,00:58.5,14400,Interfaith Second Night Seder,draft,1094,,"Washington, DC",32:12.9,private,OTHER,8395fbce-c17a-48b4-88ff-f80c82e497a2,0,4/23/2016,19:00:58,0,0,0,0,0,0,0,0,t,f
376,30:03.3,16200,C and J's Seder,published,1101,,Silver Spring,06:59.2,private,OTHER,6e8cc50b-cddb-4844-b362-6b89dc39100b,0,4/22/2016,18:30:03,0,0,0,0,0,0,0,0,t,f
377,30:36.4,10800,Shabbat Sha-birthday!,published,779,,Chicago,46:46.4,private,CHICAGO,ba88c13d-11a5-460a-a059-26464eab7805,0,4/15/2016,19:30:36,8,7,0,1,10,9,0,1,t,f
378,00:25.4,14400,Interfaith Second Night Seder,published,1094,,"Washington, DC",50:56.3,private,OTHER,ad477c94-319e-40f5-a2e2-8c053f2da63b,0,4/23/2016,19:00:25,8,8,0,0,10,10,0,0,t,f
380,4/16/2016 0:00,7200,"Food, Friends, Friday ",published,125,,New York,05:44.0,private,NY,4e9eacf0-d057-4d41-9caa-54aa7e1ccc4f,0,4/15/2016,20:00:00,5,5,0,0,5,5,0,0,t,f
383,4/23/2016 0:00,10800,Passover Shabbat Astoria Extravaganza,published,773,,Astoria,39:47.4,private,OTHER,aaa9432b-893f-4ba6-a08c-2b1b8714de9a,0,4/22/2016,20:00:35,8,7,0,1,8,7,0,1,t,f
384,00:03.0,14400,Passover Seder,published,1141,,Besthesda,09:11.5,private,OTHER,95356bff-237b-42ea-aa1e-c0a09eaddbba,0,4/22/2016,18:00:02,0,0,0,0,0,0,0,0,t,f
385,00:39.6,10800,PresenTense Shabbat,published,1143,,Cambridge,39:53.5,manual_approval,OTHER,2cbab4af-cc22-4c57-a116-ba8daa658b70,0,4/8/2016,19:00:39,6,6,0,0,6,6,0,0,t,f
387,4/23/2016 22:00,10800,Matzoh and Social Justice in DC,published,1159,,Washington,18:48.0,manual_approval,OTHER,b9d86897-9957-41c3-9d19-9ca13817e9bf,0,4/23/2016,18:00:26,7,6,0,1,8,7,0,1,t,f
388,30:59.4,16200,Marley 2nd Night Seder,published,1158,,"Brookline, MA",42:09.7,private,OTHER,15b9c9a7-38e2-42c7-973f-2d6c81a9d33a,0,4/23/2016,18:30:59,7,0,0,7,7,0,0,7,t,f
389,00:33.4,82800,Green Machine Shabbat Dinner!,published,1111,,New York,20:28.3,manual_approval,NY,27ac473c-1c3f-4207-81d9-0418f451d60f,0,4/8/2016,19:00:33,9,9,0,0,9,9,0,0,t,f
390,00:11.2,7200,First Night Seder,published,1168,,Washington,32:17.0,private,OTHER,e7f17117-5714-44b3-9b8b-a7f7410cc6a1,0,4/22/2016,19:00:11,3,0,0,3,4,0,0,4,t,f
391,00:18.4,10800,Going Green: An Earth Day Shabbat Seder,published,397,,Brooklyn,24:57.3,private,NY,99faef4b-7453-45d0-850d-c31f7a3d1539,0,4/22/2016,19:00:18,15,14,0,1,16,15,0,1,t,f
392,4/23/2016 0:00,14340,Seder 5776,published,1178,,Washington,13:45.8,private,OTHER,ea1ffa20-a635-4972-8ba2-c7be19056f3b,0,4/22/2016,20:00:56,7,0,0,7,8,0,0,8,t,f
393,30:19.0,9000,Avi Turns the big 2-5!,published,472,,Cambridge,01:30.8,private,OTHER,aea261da-3e97-49e1-9883-5c2f1f9a82e9,0,4/8/2016,19:30:19,11,10,0,1,11,10,0,1,t,f
394,15:19.6,74700,Russian Shabbat,draft,1183,,"Madison, WI",13:54.7,private,OTHER,5ae98890-3a16-491e-8a1e-f0c5caeb36c4,0,4/8/2016,1:15:19,0,0,0,0,0,0,0,0,t,f
395,00:28.2,7200,Russian Shabbat,published,1183,,Madison,16:42.3,private,OTHER,49ef3e8e-fee1-477e-943b-83398f74d16d,0,4/8/2016,20:00:28,4,0,0,4,4,0,0,4,t,f
396,00:22.4,3600,Marisa Briefman,published,376,,Chicago,46:52.2,private,CHICAGO,e37e6670-8054-4fcc-a055-0c48bcb3a9ef,0,4/8/2016,21:00:22,4,4,0,0,4,4,0,0,t,f
397,4/15/2016 23:30,9000,Shabbat in NYC,published,724,,New York,55:58.9,manual_approval,NY,c8761843-1861-4c58-9f2d-386749be1264,0,4/15/2016,19:30:00,2,0,0,2,2,0,0,2,t,f
410,00:36.5,7200,Diana and Haley's Shabbat Dinner,published,1047,,New York,43:22.0,public,NY,0d1b3d85-2323-4a72-9073-19df35279e63,0,4/8/2016,19:00:36,1,1,0,0,1,1,0,0,t,f
400,30:34.0,7200,Dinner at Ellie's Apartment,published,1198,,Washington,19:14.6,manual_approval,OTHER,e08dfdb1-ff04-4de4-83fa-816b48a8a252,0,4/8/2016,20:30:33,4,4,0,0,4,4,0,0,t,f
401,00:38.9,7200,Upper West Side Shabbat Experience,published,872,,New York,04:22.4,public,NY,300c4d17-64c8-40f0-9ba3-975ed6acbaeb,0,4/8/2016,19:00:38,10,10,0,0,10,10,0,0,t,f
402,00:58.7,14400,TLV Shabbat,published,1202,,New York,05:31.2,manual_approval,NY,c7dbcfa5-0863-4373-8a44-877b42789cf7,0,4/8/2016,19:00:58,12,0,0,12,12,0,0,12,t,f
403,00:06.2,14400,Say Goodbye to the Newport Apartment,published,84,,Chicago,42:45.6,private,CHICAGO,d6237fd2-fe21-4efa-9918-d47474913d87,0,4/8/2016,20:00:06,3,0,0,3,3,0,0,3,t,f
404,00:34.8,14400,Bernardo comes to Brooklyn!,published,1195,,Brooklyn,50:31.5,public,NY,b73df5d9-aead-440b-84c4-8db2a9786b2a,0,4/8/2016,19:00:34,0,0,0,0,0,0,0,0,t,f
406,30:13.4,9000,Camberville,published,1226,,Cambridge,58:00.8,manual_approval,OTHER,5a0f8a2c-e47d-4611-a192-2704230ffe06,0,4/8/2016,19:30:13,14,14,0,0,14,14,0,0,t,f
407,00:48.2,7200,Kitchen Kibitz Test Kitchen,draft,81,,Boston,01:52.9,public,OTHER,899054e1-c9d8-44c6-b46e-b6a9c27884cb,0,4/8/2016,19:00:48,0,0,0,0,0,0,0,0,t,f
408,00:26.2,14400,Passover First Night Seder,published,1179,,Arlington,26:34.3,private,OTHER,10e12913-a95b-4baa-bafe-38f375cd5c1e,0,4/22/2016,19:00:26,0,0,0,0,0,0,0,0,t,f
409,00:22.9,7200,Kitchen Kibitz,published,81,,Boston,34:56.3,public,OTHER,40777b98-f0bf-4995-a185-9bd9d7ce5557,0,4/8/2016,19:00:22,5,5,0,0,5,5,0,0,t,f
411,4/9/2016 0:00,14400,Fed & Julie dinner,published,637,,New York,49:44.4,private,NY,5d02039c-af2b-458e-8b22-767d4b1ac03d,0,4/8/2016,20:00:16,0,0,0,0,0,0,0,0,t,f
413,00:59.3,10800,Second Night Seder,published,1234,,Washington DC,59:00.4,private,OTHER,79327ef6-9b2a-4143-ad36-85d33e641294,0,4/23/2016,22:00:59,0,0,0,0,0,0,0,0,t,f
415,30:41.8,12600,Finding Meaning Second Night Passover Se,published,1061,,Louisville,27:57.0,public,OTHER,e931f462-a080-4f14-b2b8-d0c877a62bef,0,4/23/2016,18:30:41,7,7,0,0,8,8,0,0,t,f
416,00:17.1,7200,Passover Seder,published,1156,,Washington,28:07.1,private,OTHER,d06c0945-5851-45e4-847c-6b6392aef89e,0,4/22/2016,18:00:17,0,0,0,0,0,0,0,0,t,f
417,5/6/2016 23:00,7200,Meredith's Dinner,published,937,,Northampton,09:21.4,manual_approval,OTHER,94454e70-517b-4d3b-8b26-ca197f61adc2,0,5/6/2016,19:00:00,0,0,0,0,0,0,0,0,t,f
418,00:36.9,7200,Shabbat Dinner,published,900,,NEW YORK,57:47.5,manual_approval,NY,91a593ab-9f62-4d67-bb91-412dd76be294,0,4/8/2016,20:00:36,7,7,0,0,7,7,0,0,t,f
419,30:41.6,7200,gaby taeidkashani,published,535,,new york,07:36.9,private,NY,756babc1-2d0f-4e71-8b7c-3132c0d8ca98,0,4/15/2016,20:30:41,13,13,0,0,14,14,0,0,t,f
420,30:28.8,7200,Shabbat,published,724,,New York,14:42.6,public,NY,ed1a286b-68a2-4430-9ff7-6f90536e9a02,0,4/8/2016,19:30:28,0,0,0,0,0,0,0,0,t,f
886,5/28/2016 1:00,7200,Spring into Summer Shabbat,published,1533,,,57:13.5,private,CHICAGO,c12d27d0-5c47-4a19-98da-1373217573ce,0,5/27/2016,20:00:00,13,13,0,0,14,14,0,0,t,f
422,00:00.8,21540,A Very Schakow Seder,published,1191,,Washington,17:00.6,private,OTHER,bcffab34-3bdf-41f8-b848-7fbda0cfa69b,0,4/23/2016,18:00:00,6,0,0,6,7,0,0,7,t,f
